id_pelanggan,kota,metode_bayar,jenis_kelamin,pernah_komplain,berlangganan_premium,kepuasan,tingkat_membership,usia,jumlah_transaksi,jumlah_produk_dilihat,total_belanja,lama_langganan_bulan,rata_rata_rating,tahun_bergabung,tanggal_transaksi_terakhir,ulasan
CUST-1235,Jakarta,Transfer Bank,L,Tidak,Ya,Sangat Tinggi,Silver,43,30,34,5446000.0,36.7,5.0,2021,2025-01-03,sangat puas belanja lagi di sini
CUST-1373,Surabaya,Transfer Bank,P,Tidak,Ya,Tinggi,Bronze,38,15,33,888000.0,32.6,4.2,2022,2024-08-18,produk bagus harga sesuai kualitas
CUST-0444,Jakarta,Transfer Bank,L,Tidak,Tidak,Rendah,Bronze,24,24,49,1349000.0,49.0,3.1,2020,2024-06-04,pengiriman lama kemasan rusak
CUST-1003,Jakarta,COD,P,Tidak,Ya,Sangat Tinggi,Bronze,18,7,16,,36.3,5.0,2021,2025-01-25,kualitas produk bagus penjual ramah
CUST-1078,Surabaya,Kartu Kredit,P,Tidak,Ya,Sedang,Silver,28,32,16,2599000.0,59.6,3.8,2020,2024-12-01,barang sesuai tapi pengiriman agak lama
CUST-0838,Makassar,E-Wallet,L,Tidak,Ya,Tinggi,Silver,29,17,20,2366000.0,38.5,4.0,2021,2024-11-19,produk bagus harga sesuai kualitas
CUST-1343,Surabaya,E-Wallet,P,Tidak,Ya,Sangat Tinggi,Silver,37,20,18,2677000.0,52.8,4.3,2020,2024-06-17,sangat puas belanja lagi di sini
CUST-0305,Medan,E-Wallet,P,Tidak,Tidak,Sangat Tinggi,Silver,38,32,28,2000000.0,43.6,5.0,2021,2024-08-07,barang sesuai deskripsi pengiriman cepat
CUST-1178,Surabaya,Kartu Kredit,P,Tidak,Tidak,Tinggi,Silver,37,35,26,2998000.0,58.4,4.7,2020,2024-06-08,pengiriman cepat barang aman sampai
CUST-0314,Surabaya,Transfer Bank,P,Tidak,Tidak,Sangat Tinggi,Bronze,22,4,25,636000.0,10.0,4.5,2024,2025-05-29,sangat puas belanja lagi di sini
CUST-0150,Jakarta,Kartu Kredit,L,Tidak,Ya,Tinggi,Gold,64,25,14,9617000.0,44.3,4.3,2021,2025-01-15,penjual responsif pelayanan memuaskan
CUST-0575,Medan,E-Wallet,L,Tidak,Tidak,Sangat Tinggi,Bronze,50,18,15,1703000.0,26.6,4.8,2022,2024-07-03,barang sesuai deskripsi pengiriman cepat
CUST-0051,JAKARTA,Transfer Bank,P,Ya,Tidak,Rendah,Silver,54,15,21,2018000.0,26.5,4.5,2022,2024-08-10,produk tidak sesuai deskripsi
CUST-1175,Surabaya,E-Wallet,P,Tidak,Ya,Sangat Tinggi,Bronze,41,2,18,488000.0,22.1,5.0,2023,2025-06-01,barang sesuai deskripsi pengiriman cepat
CUST-0727,Jakarta,Kartu Kredit,P,Tidak,Tidak,Rendah,Bronze,38,2,35,,3.0,3.5,2024,2025-01-09,penjual lambat membalas pesan
CUST-0834,Bandung,Transfer Bank,L,Tidak,Tidak,Rendah,Bronze,20,35,15,1703000.0,58.5,2.9,2020,2024-06-17,produk tidak sesuai deskripsi
CUST-1116,Jakarta,E-Wallet,L,Tidak,Tidak,Tinggi,Bronze,17,30,7,1756000.0,53.9,4.3,2020,2025-06-28,pengiriman cepat barang aman sampai
CUST-0471,Surabaya,E-Wallet,L,Tidak,Ya,Tinggi,Silver,17,25,29,3127000.0,24.7,4.3,2022,2025-05-12,pengiriman cepat barang aman sampai
CUST-0972,Jakarta,Kartu Kredit,L,Ya,Tidak,Rendah,Bronze,46,7,43,1085000.0,22.3,4.7,2023,2024-07-10,produk tidak sesuai deskripsi
CUST-0654,Jakarta,Kartu Kredit,L,Tidak,Tidak,Sedang,Bronze,28,13,34,1172000.0,32.0,3.9,2022,2024-11-11,barang sesuai tapi pengiriman agak lama
CUST-0400,Surabaya,Transfer Bank,P,Tidak,Tidak,Sedang,Bronze,41,23,14,,49.0,3.9,2020,2024-12-13,kualitas produk standar harga wajar
CUST-0512,Medan,Transfer Bank,P,Tidak,Tidak,Sedang,Bronze,47,9,29,1303000.0,9.8,4.0,2024,2024-12-04,kualitas produk standar harga wajar
CUST-0321,Makassar,COD,L,Tidak,Tidak,Sangat Tinggi,Bronze,27,8,14,673000.0,14.6,5.0,2023,2024-08-02,kualitas produk bagus penjual ramah
CUST-0020,Bandung,Transfer Bank,L,Tidak,Ya,Sangat Tinggi,Bronze,37,30,20,1645000.0,57.0,5.0,2020,2024-10-05,sangat puas belanja lagi di sini
CUST-0685,Bandung,E-Wallet,L,Ya,Tidak,Sedang,Bronze,42,9,24,521000.0,14.1,4.5,2023,2025-02-24,barang sesuai tapi pengiriman agak lama
CUST-0036,Jakarta,E-Wallet,P,Tidak,Ya,Sedang,Gold,26,37,40,9946000.0,52.7,4.4,2020,2024-07-19,barang sesuai tapi pengiriman agak lama
CUST-0903,Jakarta,Kartu Kredit,P,Tidak,Ya,Sedang,Silver,54,17,39,2204000.0,42.1,3.9,2021,2025-02-13,barang sesuai tapi pengiriman agak lama
CUST-0828,Jakarta,Transfer Bank,L,Tidak,Tidak,Rendah,Silver,40,31,34,3095000.0,51.8,3.0,2020,2025-06-12,penjual lambat membalas pesan
CUST-1348,Surabaya,Transfer Bank,P,Tidak,Tidak,Sangat Tinggi,Bronze,31,17,21,,29.1,4.3,2022,2025-03-06,sangat puas belanja lagi di sini
CUST-0408,Medan,Transfer Bank,L,Tidak,Tidak,Sangat Tinggi,Bronze,40,10,26,1101000.0,13.3,5.0,2023,2024-08-23,barang sesuai deskripsi pengiriman cepat
CUST-0921,Jakarta,Transfer Bank,L,Tidak,Tidak,Sedang,Bronze,32,23,4,1383000.0,45.3,3.9,2021,2024-06-26,barang sesuai tapi pengiriman agak lama
CUST-0538,Jakarta,Transfer Bank,P,Tidak,Ya,Tinggi,Silver,34,31,7,3425000.0,35.6,4.1,2022,2024-06-03,produk bagus harga sesuai kualitas
CUST-0759,jakarta ,Transfer Bank,P,Tidak,Tidak,Sedang,Bronze,52,15,8,1575000.0,25.4,4.1,2022,2024-10-10,cukup baik walau kemasan kurang rapi
CUST-1063,Jakarta,Kartu Kredit,L,Tidak,Tidak,Sangat Rendah,Bronze,45,7,41,307000.0,17.1,2.5,2023,2024-11-23,sangat kecewa produk tidak sesuai
CUST-0246,Medan,E-Wallet,P,Ya,Tidak,Rendah,Bronze,29,6,31,962000.0,6.4,4.1,2024,2024-11-06,pengiriman lama kemasan rusak
CUST-1128,Bandung,E-Wallet,L,Tidak,Tidak,Sedang,Bronze,24,24,23,1201000.0,28.1,3.5,2022,2025-04-04,cukup baik walau kemasan kurang rapi
CUST-0785,Makassar,Transfer Bank,P,Tidak,Tidak,Sangat Rendah,Bronze,52,32,62,1160000.0,39.7,1.0,2021,2025-03-09,barang rusak penjual tidak merespons
CUST-0490,Bandung,Transfer Bank,P,Tidak,Ya,Tinggi,Bronze,30,25,26,1833000.0,59.5,4.8,2020,2024-12-28,produk bagus harga sesuai kualitas
CUST-0155,Jakarta,COD,L,Tidak,Tidak,Sedang,Bronze,32,19,26,1392000.0,25.9,3.8,2022,2024-08-03,cukup baik walau kemasan kurang rapi
CUST-0962,Surabaya,E-Wallet,L,Tidak,Tidak,Sedang,Bronze,54,1,16,61000.0,11.4,4.4,2024,2024-11-29,barang sesuai tapi pengiriman agak lama
CUST-0854,Makassar,E-Wallet,L,Tidak,Ya,Sangat Tinggi,Bronze,36,6,22,797000.0,25.1,5.0,2022,2025-04-15,sangat puas belanja lagi di sini
CUST-0626,Surabaya,E-Wallet,P,Ya,Tidak,Sangat Rendah,Silver,17,30,6,3253000.0,54.7,4.0,2020,2025-03-01,sangat kecewa produk tidak sesuai
CUST-0686,Surabaya,Transfer Bank,L,Tidak,Tidak,Tinggi,Bronze,36,14,36,528000.0,21.8,4.1,2023,2024-12-08,pengiriman cepat barang aman sampai
CUST-0570,Surabaya,E-Wallet,L,Tidak,Ya,Tinggi,Silver,32,23,18,4316000.0,54.0,4.5,2020,2024-08-07,pengiriman cepat barang aman sampai
CUST-1430,Surabaya,Kartu Kredit,L,Ya,Tidak,,Silver,17,26,17,5662000.0,55.8,5.0,2020,2024-11-02,produk bagus harga sesuai kualitas
CUST-0018,Jakarta,COD,L,Tidak,Tidak,Sangat Tinggi,Bronze,32,25,33,1798000.0,49.6,4.8,2020,2025-01-18,kualitas produk bagus penjual ramah
CUST-0128,Jakarta,Transfer Bank,L,Tidak,Tidak,Sangat Rendah,Bronze,17,4,48,1011000.0,1.3,3.2,2024,2024-08-10,barang rusak penjual tidak merespons
CUST-0928,Medan,Kartu Kredit,P,Tidak,Tidak,Sangat Tinggi,Bronze,36,32,42,1623000.0,54.8,3.7,2020,2024-09-10,sangat puas belanja lagi di sini
CUST-0981,Makassar,E-Wallet,L,Ya,Ya,Rendah,Silver,37,27,28,2246000.0,58.2,4.1,2020,2024-10-06,produk tidak sesuai deskripsi
CUST-1473,Jakarta,Transfer Bank,P,Tidak,Tidak,Rendah,Silver,51,21,37,3758000.0,21.9,3.7,2023,2024-10-25,pengiriman lama kemasan rusak
CUST-0191,Makassar,Kartu Kredit,L,Tidak,Ya,Sangat Tinggi,Gold,43,24,14,9977000.0,50.5,5.0,2020,2025-03-27,barang sesuai deskripsi pengiriman cepat
CUST-1140,Bandung,Transfer Bank,P,Tidak,Ya,Tinggi,Bronze,48,4,14,90000.0,10.2,4.2,2024,2024-12-18,pengiriman cepat barang aman sampai
CUST-0993,Medan,Transfer Bank,L,Tidak,Ya,Sangat Tinggi,Silver,29,33,41,5301000.0,54.5,4.3,2020,2024-10-13,barang sesuai deskripsi pengiriman cepat
CUST-1467,Surabaya,E-Wallet,L,Tidak,Tidak,Rendah,Bronze,17,10,5,711000.0,13.6,3.2,2023,2025-03-12,penjual lambat membalas pesan
CUST-1337,Jakarta,E-Wallet,L,Tidak,Tidak,Sangat Rendah,Silver,41,29,45,6931000.0,38.9,,2021,2025-04-13,sangat kecewa produk tidak sesuai
CUST-0607,Medan,Kartu Kredit,L,Tidak,Ya,Sangat Tinggi,Silver,38,35,30,2873000.0,52.1,5.0,2020,2024-11-07,kualitas produk bagus penjual ramah
CUST-0181,Makassar,Kartu Kredit,P,Tidak,Ya,Sedang,Bronze,30,10,28,1518000.0,3.2,3.5,2024,2024-09-27,cukup baik walau kemasan kurang rapi
CUST-0302,Jakarta,E-Wallet,L,Tidak,Tidak,,Bronze,21,24,2,1583000.0,30.5,2.8,2022,2024-10-29,penjual lambat membalas pesan
CUST-0497,Surabaya,Transfer Bank,P,Tidak,Ya,Tinggi,Bronze,29,10,29,737000.0,27.1,4.3,2022,2024-10-06,penjual responsif pelayanan memuaskan
CUST-1420,Makassar,Kartu Kredit,P,Tidak,Ya,Sangat Tinggi,Bronze,49,2,31,215000.0,6.7,5.0,2024,2024-06-22,kualitas produk bagus penjual ramah
CUST-1259,Surabaya,E-Wallet,P,Tidak,Tidak,Sedang,Bronze,63,18,41,787000.0,43.0,3.2,2021,2025-04-11,barang sesuai tapi pengiriman agak lama
CUST-1241,Medan,Transfer Bank,P,Tidak,Tidak,Sedang,Bronze,21,13,16,1291000.0,34.6,4.4,2022,2025-01-26,kualitas produk standar harga wajar
CUST-0518,Bandung,Transfer Bank,L,Tidak,Tidak,Sangat Tinggi,Silver,25,23,26,2596000.0,39.4,5.0,2021,2024-12-20,kualitas produk bagus penjual ramah
CUST-1070,Surabaya,COD,L,Tidak,Ya,Sedang,Silver,20,22,30,3270000.0,42.8,3.4,2021,2025-02-22,kualitas produk standar harga wajar
CUST-0477,Surabaya,E-Wallet,P,Tidak,Ya,Sangat Tinggi,Silver,17,18,34,2301000.0,47.6,4.4,2021,2025-06-26,barang sesuai deskripsi pengiriman cepat
CUST-0158,Bandung,Kartu Kredit,L,Tidak,Tidak,Sangat Tinggi,Bronze,48,1,30,100000.0,3.5,4.3,2024,2025-02-05,barang sesuai deskripsi pengiriman cepat
CUST-1196,Jakarta,Transfer Bank,P,Tidak,Tidak,Sangat Tinggi,Silver,38,25,27,5489000.0,57.4,4.4,2020,2025-01-05,sangat puas belanja lagi di sini
CUST-0017,Surabaya,Transfer Bank,P,Tidak,Tidak,Sedang,Silver,41,19,1,2040000.0,10.2,3.9,2024,2025-03-10,barang sesuai tapi pengiriman agak lama
CUST-1073,Surabaya,Kartu Kredit,L,Tidak,Ya,Tinggi,Silver,26,19,15,4792000.0,18.9,3.9,2023,2025-04-13,produk bagus harga sesuai kualitas
CUST-0547,Surabaya,E-Wallet,P,Tidak,Tidak,Sangat Tinggi,Bronze,37,1,27,84000.0,3.1,4.8,2024,2024-10-02,sangat puas belanja lagi di sini
CUST-0659,Bandung,E-Wallet,P,Tidak,Ya,Sangat Tinggi,Silver,52,30,34,5802000.0,47.5,4.1,2021,2024-08-28,sangat puas belanja lagi di sini
CUST-1230,Jakarta,COD,L,Tidak,Ya,Tinggi,Silver,41,41,13,4596000.0,59.3,4.5,2020,2025-06-28,penjual responsif pelayanan memuaskan
CUST-1020,Surabaya,Transfer Bank,P,Tidak,Ya,Rendah,Silver,33,25,15,2260000.0,33.6,3.3,2022,2024-11-26,pengiriman lama kemasan rusak
CUST-1260,Makassar,E-Wallet,L,Ya,Tidak,Tinggi,Bronze,32,1,16,50000.0,4.0,4.9,2024,2025-02-23,penjual responsif pelayanan memuaskan
CUST-0960,Surabaya,E-Wallet,L,Ya,Ya,Tinggi,Silver,34,36,17,3660000.0,54.6,,2020,2024-09-20,penjual responsif pelayanan memuaskan
CUST-1413,Medan,E-Wallet,P,Tidak,Tidak,Sangat Tinggi,Bronze,34,1,37,49000.0,6.6,4.8,2024,2025-03-25,kualitas produk bagus penjual ramah
CUST-0284,Jakarta,Transfer Bank,L,Tidak,Ya,Sangat Tinggi,Bronze,40,1,36,,6.1,4.8,2024,2024-09-28,barang sesuai deskripsi pengiriman cepat
CUST-0798,Jakarta,Transfer Bank,P,Tidak,Tidak,Sangat Tinggi,Bronze,26,4,14,838000.0,12.2,4.9,2023,2024-12-17,barang sesuai deskripsi pengiriman cepat
CUST-0226,Makassar,Transfer Bank,P,Tidak,Tidak,Sangat Tinggi,Bronze,38,1,17,126000.0,7.7,4.5,2024,2024-11-14,sangat puas belanja lagi di sini
CUST-0027,Surabaya,E-Wallet,L,Tidak,Tidak,Tinggi,Bronze,30,9,38,583000.0,9.9,4.0,2024,2024-06-20,penjual responsif pelayanan memuaskan
CUST-0438,Surabaya,E-Wallet,L,Tidak,Tidak,Sangat Tinggi,Bronze,34,1,35,162000.0,19.5,4.9,2023,2024-06-19,barang sesuai deskripsi pengiriman cepat
CUST-1461,Medan,Kartu Kredit,L,Ya,Ya,Tinggi,Bronze,22,7,20,1462000.0,29.4,5.0,2022,2024-12-15,produk bagus harga sesuai kualitas
CUST-0230,Jakarta,E-Wallet,P,Tidak,Tidak,Sangat Tinggi,Bronze,33,7,10,1007000.0,26.6,4.2,2022,2025-03-03,sangat puas belanja lagi di sini
CUST-0038,Surabaya,Kartu Kredit,L,Tidak,Tidak,Sedang,Bronze,17,1,12,60000.0,17.8,3.6,2023,2024-10-22,kualitas produk standar harga wajar
CUST-0750,Medan,E-Wallet,L,Tidak,Tidak,Tinggi,Bronze,25,25,8,1231000.0,41.8,3.9,2021,2025-03-05,penjual responsif pelayanan memuaskan
CUST-1046,Jakarta,E-Wallet,L,Tidak,Ya,Sangat Tinggi,Silver,28,27,14,4001000.0,57.8,4.8,2020,2024-10-20,sangat puas belanja lagi di sini
CUST-0470,Surabaya,E-Wallet,P,Tidak,Ya,Rendah,Silver,46,23,1,5729000.0,52.1,3.2,2020,2024-08-14,penjual lambat membalas pesan
CUST-1282,Surabaya,Transfer Bank,L,Tidak,Ya,Sangat Tinggi,Bronze,22,3,18,616000.0,6.1,5.0,2024,2024-07-17,kualitas produk bagus penjual ramah
CUST-1476,Surabaya,Kartu Kredit,P,Tidak,Tidak,Sedang,Bronze,29,9,1,1404000.0,31.8,3.2,2022,2025-05-26,barang sesuai tapi pengiriman agak lama
CUST-0688,Makassar,E-Wallet,P,Tidak,Ya,Sangat Tinggi,Bronze,38,36,38,1705000.0,53.3,5.0,2020,2024-12-17,kualitas produk bagus penjual ramah
CUST-1382,jakarta ,Transfer Bank,L,Tidak,Ya,Tinggi,Silver,42,19,2,4183000.0,23.4,4.1,2023,2024-07-26,produk bagus harga sesuai kualitas
CUST-0640,Medan,Kartu Kredit,P,Tidak,Tidak,Sangat Tinggi,Silver,28,11,12,2219000.0,23.8,4.5,2023,2024-06-07,sangat puas belanja lagi di sini
CUST-1453,Medan,Transfer Bank,P,Tidak,Ya,Sangat Tinggi,Bronze,42,15,31,1878000.0,25.7,4.1,2022,2025-03-18,kualitas produk bagus penjual ramah
CUST-1219,Bandung,Transfer Bank,P,Tidak,Tidak,Sangat Tinggi,Silver,41,11,36,,17.2,5.0,2023,2024-11-07,barang sesuai deskripsi pengiriman cepat
CUST-1159,Surabaya,Transfer Bank,L,Tidak,Tidak,Sedang,Bronze,33,15,1,530000.0,12.4,3.5,2023,2025-01-31,cukup baik walau kemasan kurang rapi
CUST-1254,Bandung,Transfer Bank,P,Tidak,Tidak,Sedang,Bronze,37,15,9,1691000.0,37.0,3.6,2021,2024-06-21,barang sesuai tapi pengiriman agak lama
CUST-1367,Jakarta,E-Wallet,L,Tidak,Tidak,Sangat Tinggi,Bronze,35,10,17,1289000.0,11.0,4.9,2024,2024-07-06,barang sesuai deskripsi pengiriman cepat
CUST-0801,Bandung,COD,L,Tidak,Ya,Sangat Tinggi,Silver,38,11,23,3324000.0,25.0,4.7,2022,2024-11-16,barang sesuai deskripsi pengiriman cepat
CUST-0161,Jakarta,Transfer Bank,P,Tidak,Tidak,Sedang,Gold,31,26,13,8766000.0,41.7,3.8,2021,2024-08-15,kualitas produk standar harga wajar
CUST-0957,Medan,E-Wallet,P,Tidak,Ya,Tinggi,Silver,45,12,21,2258000.0,18.0,4.3,2023,2025-04-08,penjual responsif pelayanan memuaskan
CUST-1187,Surabaya,Transfer Bank,L,Ya,Tidak,Rendah,Bronze,40,10,26,1878000.0,16.4,3.9,2023,2024-11-19,produk tidak sesuai deskripsi
CUST-0822,Bandung,Transfer Bank,P,Tidak,Tidak,Sedang,Bronze,20,25,12,1685000.0,56.3,3.7,2020,2025-06-09,kualitas produk standar harga wajar
CUST-1274,Bandung,Transfer Bank,P,Tidak,Tidak,Rendah,Bronze,50,12,3,473000.0,15.1,3.4,2023,2024-12-14,produk tidak sesuai deskripsi
CUST-0878,Jakarta,E-Wallet,P,Tidak,Ya,Tinggi,Silver,22,14,11,2686000.0,20.4,4.6,2023,2024-11-11,pengiriman cepat barang aman sampai
CUST-0914,Makassar,E-Wallet,L,Tidak,Tidak,Sangat Tinggi,Bronze,40,21,24,972000.0,44.7,5.0,2021,2024-08-09,barang sesuai deskripsi pengiriman cepat
CUST-0153,Jakarta,Transfer Bank,L,Tidak,Tidak,Sangat Tinggi,Bronze,38,17,32,1971000.0,22.1,4.4,2023,2025-04-21,barang sesuai deskripsi pengiriman cepat
CUST-1377,Bandung,Transfer Bank,P,Tidak,Tidak,Tinggi,Bronze,42,1,39,457000.0,5.7,3.9,2024,2025-06-15,pengiriman cepat barang aman sampai
CUST-0510,Jakarta,Kartu Kredit,L,Tidak,Tidak,Rendah,Silver,41,13,31,5848000.0,34.9,3.2,2022,2025-06-16,produk tidak sesuai deskripsi
CUST-1136,Jakarta,E-Wallet,L,Tidak,Tidak,Sangat Tinggi,Silver,58,28,18,3486000.0,40.9,4.5,2021,2025-05-16,barang sesuai deskripsi pengiriman cepat
CUST-1261,Jakarta,E-Wallet,P,Tidak,Tidak,Sangat Tinggi,Bronze,37,32,42,1097000.0,53.2,4.7,2020,2024-05-29,kualitas produk bagus penjual ramah
CUST-0104,Makassar,Kartu Kredit,P,Tidak,Tidak,Sangat Tinggi,Silver,17,26,14,2142000.0,50.3,5.0,2020,2025-01-07,barang sesuai deskripsi pengiriman cepat
CUST-0587,Jakarta,E-Wallet,L,Tidak,Ya,Sangat Tinggi,Bronze,45,5,33,1109000.0,1.2,4.9,2024,2024-07-07,barang sesuai deskripsi pengiriman cepat
CUST-1332,Surabaya,E-Wallet,P,Tidak,Ya,Tinggi,Silver,35,29,10,2982000.0,53.3,3.9,2020,2024-09-28,pengiriman cepat barang aman sampai
CUST-1144,Medan,Kartu Kredit,L,Tidak,Tidak,Tinggi,Bronze,41,1,22,64000.0,6.6,3.8,2024,2025-04-18,produk bagus harga sesuai kualitas
CUST-0054,Bandung,E-Wallet,P,Tidak,Tidak,Sangat Tinggi,Bronze,53,15,27,1167000.0,14.3,5.0,2023,2025-02-03,kualitas produk bagus penjual ramah
CUST-0152,Makassar,Transfer Bank,P,Tidak,Tidak,Tinggi,Bronze,43,22,32,1696000.0,43.5,4.1,2021,2024-12-07,pengiriman cepat barang aman sampai
CUST-0404,Jakarta,Transfer Bank,P,Tidak,Ya,Tinggi,Silver,25,17,17,2517000.0,32.0,4.7,2022,2024-08-31,pengiriman cepat barang aman sampai
CUST-1458,Surabaya,Transfer Bank,P,Ya,Tidak,Sedang,Silver,28,26,26,2222000.0,48.6,4.2,2020,2025-03-27,kualitas produk standar harga wajar
CUST-0208,Bandung,E-Wallet,L,Tidak,Ya,Tinggi,Silver,39,12,34,4017000.0,18.1,4.3,2023,2024-11-07,pengiriman cepat barang aman sampai
CUST-1421,Bandung,COD,L,Tidak,Tidak,Sedang,Bronze,62,1,14,66000.0,7.2,3.9,2024,2024-07-05,kualitas produk standar harga wajar
CUST-1123,Medan,Transfer Bank,P,Tidak,Ya,Sangat Tinggi,Silver,34,25,32,3783000.0,57.4,4.4,2020,2025-04-27,kualitas produk bagus penjual ramah
CUST-0009,Jakarta,Transfer Bank,L,Tidak,Tidak,Tinggi,Silver,48,31,41,4000000.0,47.2,4.4,2021,2024-11-17,pengiriman cepat barang aman sampai
CUST-1015,Surabaya,Transfer Bank,P,Tidak,Ya,Sangat Tinggi,Bronze,28,13,31,1203000.0,15.4,4.3,2023,2025-04-25,kualitas produk bagus penjual ramah
CUST-1347,Surabaya,Transfer Bank,P,Tidak,Tidak,Sedang,Bronze,27,13,31,1003000.0,21.0,,2023,2024-09-05,barang sesuai tapi pengiriman agak lama
CUST-1061,Makassar,E-Wallet,P,Tidak,Ya,Sangat Tinggi,Bronze,17,11,12,381000.0,11.1,5.0,2024,2025-02-26,kualitas produk bagus penjual ramah
CUST-0453,Bandung,Kartu Kredit,L,Tidak,Ya,Sangat Tinggi,Bronze,45,9,12,,30.0,4.8,2022,2024-11-28,sangat puas belanja lagi di sini
CUST-0254,Jakarta,Kartu Kredit,P,Tidak,Tidak,Sangat Tinggi,Bronze,22,19,17,1035000.0,22.1,4.5,2023,2025-04-05,barang sesuai deskripsi pengiriman cepat
CUST-0897,Jakarta,Transfer Bank,L,Tidak,Tidak,Sedang,Silver,42,30,15,6501000.0,55.7,3.8,2020,2024-12-06,cukup baik walau kemasan kurang rapi
CUST-1312,Makassar,Kartu Kredit,P,Ya,Tidak,Rendah,Bronze,32,6,26,402000.0,17.5,4.2,2023,2024-07-08,penjual lambat membalas pesan
CUST-0881,Surabaya,Kartu Kredit,P,Tidak,Ya,Sangat Tinggi,Bronze,29,1,26,143000.0,4.7,4.9,2024,2024-10-27,barang sesuai deskripsi pengiriman cepat
CUST-1417,Surabaya,Transfer Bank,P,Tidak,Ya,Sangat Tinggi,Bronze,32,7,29,838000.0,13.2,4.6,2023,2025-03-22,sangat puas belanja lagi di sini
CUST-0624,Surabaya,Transfer Bank,P,Tidak,Tidak,Sangat Tinggi,Silver,40,18,17,3560000.0,26.2,5.0,2022,2025-03-18,barang sesuai deskripsi pengiriman cepat
CUST-0346,Medan,E-Wallet,P,Tidak,Tidak,Sedang,Bronze,38,17,7,1115000.0,38.6,3.9,2021,2025-05-04,barang sesuai tapi pengiriman agak lama
CUST-1290,Bandung,E-Wallet,P,Tidak,Tidak,Sangat Tinggi,Bronze,28,13,31,1584000.0,12.0,4.8,2024,2024-08-16,kualitas produk bagus penjual ramah
CUST-0263,Jakarta,Transfer Bank,L,Tidak,Tidak,Sangat Tinggi,Bronze,41,2,26,205000.0,4.2,4.7,2024,2024-06-08,barang sesuai deskripsi pengiriman cepat
CUST-0151,Medan,Transfer Bank,L,Tidak,Ya,Tinggi,Silver,38,29,28,4947000.0,48.5,4.8,2020,2024-07-06,produk bagus harga sesuai kualitas
CUST-0473,Jakarta,Kartu Kredit,P,Tidak,Ya,Sedang,Silver,55,36,1,2779000.0,59.5,3.5,2020,2025-02-20,cukup baik walau kemasan kurang rapi
CUST-0641,Bandung,COD,L,Tidak,Ya,Sedang,Bronze,53,1,11,150000.0,2.4,4.1,2024,2025-02-14,kualitas produk standar harga wajar
CUST-1488,Surabaya,E-Wallet,L,Tidak,Tidak,Sedang,Bronze,28,1,51,54000.0,2.2,3.3,2024,2025-04-08,cukup baik walau kemasan kurang rapi
CUST-1431,Makassar,E-Wallet,L,Tidak,Tidak,Tinggi,Bronze,38,16,39,408000.0,50.1,4.3,2020,2024-07-09,produk bagus harga sesuai kualitas
CUST-0551,Surabaya,COD,P,Tidak,Tidak,Tinggi,Bronze,23,28,31,1330000.0,51.9,3.8,2020,2025-04-12,penjual responsif pelayanan memuaskan
CUST-0929,Bandung,E-Wallet,L,Tidak,Ya,Sedang,Silver,32,19,12,2215000.0,19.2,4.0,2023,2025-05-10,cukup baik walau kemasan kurang rapi
CUST-0489,Bandung,COD,L,Tidak,Ya,Sedang,Bronze,29,1,45,100000.0,2.2,3.5,2024,2024-08-18,barang sesuai tapi pengiriman agak lama
CUST-1360,Jakarta,E-Wallet,P,Tidak,Tidak,Sedang,Silver,33,21,50,5191000.0,39.7,3.0,2021,2025-04-13,barang sesuai tapi pengiriman agak lama
CUST-1172,Bandung,E-Wallet,P,Tidak,Ya,Sangat Tinggi,Silver,23,18,19,2888000.0,33.2,4.9,2022,2025-05-18,sangat puas belanja lagi di sini
CUST-0147,Jakarta,Transfer Bank,P,Tidak,Ya,Tinggi,Silver,29,25,6,4165000.0,46.6,4.3,2021,2024-10-27,produk bagus harga sesuai kualitas
CUST-0403,Medan,Kartu Kredit,P,Tidak,Tidak,Sangat Tinggi,Bronze,40,7,23,1396000.0,1.1,4.8,2024,2025-03-04,barang sesuai deskripsi pengiriman cepat
CUST-0955,Makassar,E-Wallet,L,Tidak,Ya,Rendah,Bronze,44,27,1,889000.0,43.3,3.5,2021,2024-07-24,pengiriman lama kemasan rusak
CUST-1409,Medan,COD,P,Tidak,Tidak,,Bronze,24,18,20,1719000.0,35.8,4.6,2022,2025-05-02,kualitas produk bagus penjual ramah
CUST-0660,Surabaya,Transfer Bank,L,Tidak,Ya,Sangat Tinggi,Bronze,53,23,28,1821000.0,26.0,4.7,2022,2025-04-07,barang sesuai deskripsi pengiriman cepat
CUST-0464,Jakarta,Transfer Bank,L,Tidak,Tidak,Rendah,Bronze,40,9,41,485000.0,16.7,3.5,2023,2025-01-15,produk tidak sesuai deskripsi
CUST-0187,Surabaya,E-Wallet,P,Tidak,Tidak,Sangat Tinggi,Bronze,32,12,25,743000.0,43.4,5.0,2021,2024-12-27,kualitas produk bagus penjual ramah
CUST-1148,Medan,Kartu Kredit,P,Tidak,Ya,Tinggi,Silver,35,18,28,2532000.0,46.1,3.7,2021,2025-03-21,produk bagus harga sesuai kualitas
CUST-1225,Jakarta,Transfer Bank,L,Tidak,Tidak,Sangat Rendah,Silver,51,24,53,3446000.0,39.9,2.2,2021,2024-07-21,sangat kecewa produk tidak sesuai
CUST-0609,Bandung,E-Wallet,L,Tidak,Tidak,Sangat Tinggi,Bronze,24,1,15,156000.0,7.4,5.0,2024,2025-05-18,kualitas produk bagus penjual ramah
